ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
6033,Lefty,Gervais,Lucien Edward,Grover,WI,USA,1890-07-06,L,L,165.0,70.0,1913-04-17
6034,Sammy,Gervacio,Samuel,Sabana de la Mar,Hato Mayor,D.R.,1985-01-10,R,R,175.0,72.0,2009-08-14
6035,Doc,Gessler,Henry Homer,Greensburg,PA,USA,1880-12-23,L,L,180.0,70.0,1903-04-23
6036,Charlie,Gessner,Charles R.,Philadelphia,PA,USA,,,,,68.0,1886-07-19
6037,Al,Gettel,Allen Jones,Norfolk,VA,USA,1917-09-17,R,R,200.0,75.0,1945-04-20
6038,Byron,Gettis,Byron Earl,Centreville,IL,USA,1980-03-13,R,R,240.0,72.0,2004-05-27
6039,Charlie,Gettig,Charles Henry,Baltimore,MD,USA,,R,,172.0,70.0,1896-08-05
6040,Tom,Gettinger,Lewis Thomas Leyton,Frederick,MD,USA,1868-12-11,L,L,180.0,70.0,1889-09-21
6041,Jake,Gettman,Jacob John,Frank,,Russia,1875-10-25,B,L,185.0,71.0,1897-08-20
6042,Chris,Getz,Christopher Ryan,Southfield,MI,USA,1983-08-30,L,R,185.0,72.0,2008-04-28
6043,Gus,Getz,Gustave,Pittsburgh,PA,USA,1889-08-03,R,R,165.0,71.0,1909-08-15
6044,Pretzels,Getzien,Charles H.,,,Germany,1864-02-14,R,R,172.0,70.0,1884-08-13
6045,Rube,Geyer,Jacob Bowman,Allegheny,PA,USA,1884-03-26,R,R,170.0,70.0,1910-04-24
6046,Chappie,Geygan,James Edward,Ironton,OH,USA,1903-06-03,R,R,170.0,71.0,1924-07-16
6047,Patsy,Gharrity,Edward Patrick,Parnell,IA,USA,1892-03-13,R,R,170.0,70.0,1916-05-16
6048,Tony,Ghelfi,Anthony Paul,La Crosse,WI,USA,1961-08-23,R,R,185.0,75.0,1983-09-01
6049,Bob,Giallombardo,Robert Paul,Brooklyn,NY,USA,1937-05-20,L,L,175.0,72.0,1958-06-21
6050,Jason,Giambi,Jason Gilbert,West Covina,CA,USA,1971-01-08,L,R,240.0,75.0,1995-05-08
6051,Jeremy,Giambi,Jeremy Dean,San Jose,CA,USA,1974-09-30,L,L,185.0,72.0,1998-09-01
6052,Joe,Giannini,Joseph Francis,Drytown,CA,USA,1888-09-08,L,R,155.0,68.0,1911-08-07
6053,Ray,Giannelli,Raymond John,Brooklyn,NY,USA,1966-02-05,L,R,195.0,72.0,1991-05-04
6054,Joe,Giard,Joseph Oscar,Ware,MA,USA,1898-10-07,L,L,170.0,70.0,1925-04-18
6055,Tony,Giarratano,Anthony James,Queens,NY,USA,1982-11-29,B,R,180.0,72.0,2005-06-01
6056,Johnny,Giavotella,Johnny Arthur,Metairie,LA,USA,1987-07-10,R,R,185.0,68.0,2011-08-05
6057,Jay,Gibbons,Jay Jonathan,Rochester,MI,USA,1977-03-02,L,L,195.0,72.0,2001-04-06
6058,Joe,Gibbon,Joseph Charles,Hickory,MS,USA,1935-04-10,R,L,200.0,76.0,1960-04-17
6059,John,Gibbons,John Michael,Great Falls,MT,USA,1962-06-08,R,R,187.0,71.0,1984-04-11
6060,Jake,Gibbs,Jerry Dean,Grenada,MS,USA,1938-11-07,L,R,180.0,72.0,1962-09-11
6061,Steve,Gibralter,Stephan Benson,Dallas,TX,USA,1972-10-09,R,R,185.0,72.0,1995-06-01
6062,Bob,Gibson,Robert,Omaha,NE,USA,1935-11-09,R,R,189.0,73.0,1959-04-15
6063,Bob,Gibson,Robert Louis,Philadelphia,PA,USA,1957-06-19,R,R,195.0,72.0,1983-04-13
6064,Charlie,Gibson,Charles Ellsworth,Sharon,PA,USA,1879-11-17,R,R,160.0,72.0,1905-09-23
6065,Charlie,Gibson,Charles Griffin,La Grange,GA,USA,1899-11-21,R,R,160.0,68.0,1924-05-30
6066,Derrick,Gibson,Derrick Lamont,Winter Haven,FL,USA,1975-02-05,R,R,244.0,74.0,1998-09-08
6067,Frank,Gibson,Frank Gilbert,Omaha,NE,USA,1890-09-27,B,R,172.0,72.0,1913-04-22
6068,George,Gibson,George C.,London,ON,CAN,1880-07-22,R,R,190.0,71.0,1905-07-02
6069,Kirk,Gibson,Kirk Harold,Pontiac,MI,USA,1957-05-28,L,L,215.0,75.0,1979-09-08
6070,Kyle,Gibson,Kyle Benjamin,Greenfield,IN,USA,1987-10-23,R,R,215.0,78.0,2013-06-29
6071,Norwood,Gibson,Norwood Ringold,Peoria,IL,USA,1877-03-11,R,R,165.0,70.0,1903-04-29
6072,Paul,Gibson,Paul Marshall,Southampton,NY,USA,1960-01-04,R,L,165.0,72.0,1988-04-08
6073,Robert,Gibson,Robert Murray,Duncansville,PA,USA,1869-08-20,R,R,185.0,75.0,1890-06-04
6074,Russ,Gibson,John Russell,Fall River,MA,USA,1939-05-06,R,R,195.0,73.0,1967-04-14
6075,Sam,Gibson,Samuel Braxton,King,NC,USA,1899-08-05,L,R,198.0,74.0,1926-04-19
6076,Whitey,Gibson,Leighton P.,Lancaster,PA,USA,1868-10-06,,R,178.0,69.0,1888-05-02
6077,George,Gick,George Edward,Dunnington,IN,USA,1915-10-18,B,R,190.0,72.0,1937-10-03
6078,Brett,Gideon,Byron Brett,Ozona,TX,USA,1963-08-08,R,R,200.0,74.0,1987-07-05
6079,Jim,Gideon,James Leslie,Taylor,TX,USA,1953-09-26,R,R,190.0,75.0,1975-09-14
6080,Floyd,Giebell,Floyd George,Pennsboro,WV,USA,1909-12-10,L,R,172.0,74.0,1939-04-21
6081,Joe,Giebel,Joseph Henry,Washington,DC,USA,1891-11-30,R,R,175.0,70.0,1913-09-30
6082,Paul,Giel,Paul Robert,Winona,MN,USA,1932-09-29,R,R,185.0,71.0,1954-07-10
6083,Dan,Giese,Daniel Joshua,Anaheim,CA,USA,1977-05-19,R,R,200.0,75.0,2007-09-08
6084,Jim,Gifford,James H.,Warren,NY,USA,1845-10-18,,,,,
6085,Bob,Giggie,Robert Thomas,Dorchester,MA,USA,1933-08-13,R,R,200.0,73.0,1959-04-18
6086,Norm,Gigon,Norman Phillip,Teaneck,NJ,USA,1938-05-12,R,R,195.0,72.0,1967-04-12
6087,Benji,Gil,Romar Benjamin,Tijuana,Baja California,Mexico,1972-10-06,R,R,210.0,74.0,1993-04-05
6088,Andy,Gilbert,Andrew,Bradenville,PA,USA,1914-07-18,R,R,203.0,72.0,1942-09-14
6089,Bill,Gilbert,Alfred Gideon,Havre de Grace,MD,USA,1868-03-13,,,180.0,72.0,1892-09-15
6090,Billy,Gilbert,William Oliver,Tullytown,PA,USA,1876-06-21,R,R,153.0,64.0,1901-04-25
6091,Buddy,Gilbert,Drew Edward,Knoxville,TN,USA,1935-07-26,L,R,195.0,75.0,1959-09-09
6092,Charlie,Gilbert,Charles Mader,New Orleans,LA,USA,1919-07-08,L,L,165.0,69.0,1940-04-16
6093,Harry,Gilbert,Harry H.,Pottstown,PA,USA,1868-07-08,,,,,1890-06-23
6094,Jack,Gilbert,John Robert,Rhinecliff,NY,USA,1875-09-04,L,R,,,1898-09-11
6095,John,Gilbert,John G.,Pottstown,PA,USA,1864-01-08,,,,,1890-06-23
6096,Joe,Gilbert,Joe Dennis,Jasper,TX,USA,1952-04-20,R,L,167.0,73.0,1972-04-30
6097,Larry,Gilbert,Lawrence William,New Orleans,LA,USA,1891-12-03,L,L,158.0,69.0,1914-04-14
6098,Mark,Gilbert,Mark David,Atlanta,GA,USA,1956-08-22,B,R,175.0,72.0,1985-07-21
6099,Pete,Gilbert,Peter,Baltic,CT,USA,1867-09-06,,R,180.0,68.0,1890-09-06
6100,Shawn,Gilbert,Albert Shawn,Camden,NJ,USA,1965-03-12,R,R,170.0,69.0,1997-06-02
6101,Tookie,Gilbert,Harold Joseph,New Orleans,LA,USA,1929-04-04,L,R,185.0,74.0,1950-05-05
6102,Wally,Gilbert,Walter John,Oscoda,MI,USA,1900-12-19,R,R,180.0,72.0,1928-08-18
6103,Bill,Gilbreth,William Freeman,Abilene,TX,USA,1947-09-03,L,L,180.0,72.0,1971-06-25
6104,Rod,Gilbreath,Rodney Joe,Laurel,MS,USA,1952-09-24,R,R,180.0,74.0,1972-06-17
6105,Don,Gile,Donald Loren,Modesto,CA,USA,1935-04-19,R,R,220.0,78.0,1959-09-25
6106,Brian,Giles,Brian Jeffrey,Manhattan,KS,USA,1960-04-27,R,R,165.0,73.0,1981-09-12
6107,Brian,Giles,Brian Stephen,El Cajon,CA,USA,1971-01-20,L,L,195.0,71.0,1995-09-16
6108,Ken,Giles,Kenneth Robert,Albuquerque,NM,USA,1990-09-20,R,R,205.0,74.0,2014-06-12
6109,Marcus,Giles,Marcus William,San Diego,CA,USA,1978-05-18,R,R,180.0,68.0,2001-04-17
6110,Jason,Gilfillan,Jason Edward,Shelby,NC,USA,1976-08-31,R,R,220.0,77.0,2003-05-16
6111,Hugh,Gilgan,Hugh J.,,,Ireland,,,,,,
6112,Geronimo,Gil,Geronimo,Estacion Lagunas,Oaxaca,Mexico,1975-08-07,R,R,240.0,75.0,2001-09-08
6113,Gus,Gil,Tomas Gustavo,Caracas,Distrito Federal,Venezuela,1939-04-19,R,R,180.0,70.0,1967-04-11
6114,George,Gilham,George Lewis,Shamokin,PA,USA,1899-09-08,R,R,164.0,71.0,1920-09-24
6115,Frank,Gilhooley,Frank Patrick,Toledo,OH,USA,1892-06-10,L,R,155.0,68.0,1911-09-18
6116,Jerry,Gil,Jerry Bienvenido,San Pedro de Macoris,San Pedro de Macoris,D.R.,1982-10-14,R,R,215.0,75.0,2004-08-22
6117,Bernard,Gilkey,Otis Bernard,St. Louis,MO,USA,1966-09-24,R,R,170.0,72.0,1990-09-04
6118,Bob,Gilks,Robert James,Cincinnati,OH,USA,1864-07-02,R,R,178.0,68.0,1887-08-25
6119,Conor,Gillaspie,Conor Michael,Omaha,NE,USA,1987-07-18,L,R,195.0,73.0,2008-09-09
6120,Bob,Gillespie,Robert William,Columbus,OH,USA,1919-10-08,R,R,187.0,76.0,1944-05-11
6121,Carden,Gillenwater,Carden Edison,Riceville,TN,USA,1917-05-13,R,R,175.0,73.0,1940-09-22
6122,Claral,Gillenwater,Claral Lewis,Sims,IN,USA,1900-05-20,R,R,187.0,72.0,1923-08-20
6123,Cole,Gillespie,Cole Braden,Portland,OR,USA,1984-06-20,R,R,205.0,74.0,2010-04-21
6124,Ed,Gill,Edward James,Somerville,MA,USA,1895-08-07,L,R,165.0,70.0,1919-07-05
6125,John,Gillespie,John Patrick,Oakland,CA,USA,1900-02-25,R,R,172.0,71.0,1922-04-12
6126,John,Gillespie,John William Linden,Buffalo,NY,USA,1862-05-03,L,R,,73.0,1890-10-01
6127,Paul,Gillespie,Paul Allen,Sugar Valley,GA,USA,1920-09-18,L,R,195.0,75.0,1942-09-11
6128,Patrick,Gillespie,Peter Patrick,Carbondale,PA,USA,1851-11-30,L,R,178.0,73.0,1880-05-01
6129,Sam,Gillen,Samuel,Pittsburgh,PA,USA,1867-11-14,,,,68.0,1893-08-19
6130,Tom,Gillen,Thomas J.,Philadelphia,PA,USA,1862-05-18,,,160.0,68.0,1884-04-18
6131,Tom,Gilles,Thomas Bradford,Peoria,IL,USA,1962-07-02,R,R,185.0,73.0,1990-06-07
6132,George,Gill,George Lloyd,Catchings,MS,USA,1909-02-13,R,R,185.0,73.0,1937-05-04
6133,Haddie,Gill,Harold Edward,Brockton,MA,USA,1899-01-23,L,L,165.0,71.0,1923-08-16
6134,Barney,Gilligan,Andrew Bernard,Cambridge,MA,USA,1856-01-03,R,R,130.0,66.0,1875-09-25
6135,Grant,Gillis,Grant,Grove Hill,AL,USA,1901-01-24,R,R,165.0,70.0,1927-09-19
6136,Jack,Gilligan,John Patrick,Chicago,IL,USA,1885-10-18,B,R,190.0,72.0,1909-09-16
6137,Jim,Gilliam,James William,Nashville,TN,USA,1928-10-17,B,R,175.0,70.0,1953-04-14
6138,Paul,Gilliford,Paul Gant,Bryn Mawr,PA,USA,1945-01-12,R,L,210.0,71.0,1967-09-20
6139,Jim,Gill,James Clifford,Richmond,VA,USA,1865-09-29,,,,,1889-06-27
6140,Johnny,Gill,John Wesley,Nashville,TN,USA,1905-03-27,L,R,190.0,74.0,1927-08-28
6141,George,Gillpatrick,George Fred,Holden,MO,USA,1875-02-28,R,R,210.0,72.0,1898-05-22
6142,Warren,Gill,Warren Darst,Ladoga,IN,USA,1878-12-21,R,R,175.0,73.0,1908-08-26
6143,Jim,Gilman,James Joseph,Cleveland,OH,USA,1870-06-14,,R,,,1893-07-10
6144,Pit,Gilman,Pitkin Clark,Laporte,OH,USA,1864-03-14,L,L,170.0,,1884-09-18
6145,Sean,Gilmartin,Sean Patrick,Thousand Oaks,CA,USA,1990-05-08,L,L,205.0,74.0,2015-04-10
6146,Frank,Gilmore,Franklin T.,Webster,MA,USA,1864-04-27,R,R,164.0,71.0,1886-09-11
6147,Grover,Gilmore,Ernest Grover,Chicago,IL,USA,1888-11-01,L,L,170.0,69.0,1914-04-18
6148,Jim,Gilmore,James,Baltimore,MD,USA,,,,,,1875-04-26
6149,Len,Gilmore,Leonard Preston,Fairview Park,IN,USA,1917-11-03,R,R,175.0,75.0,1944-10-01
6150,Henry,Gilroy,Henry Engard,Smyrna,DE,USA,,,,,,1874-09-07
6151,John,Gilroy,John M.,Washington,DC,USA,1869-10-26,,,,,1895-08-30
6152,Hal,Gilson,Harold,Los Angeles,CA,USA,1942-02-09,R,L,195.0,77.0,1968-04-14
6153,Chris,Gimenez,Christopher Paul,Gilroy,CA,USA,1982-12-27,R,R,225.0,74.0,2009-06-03
6154,Hector,Gimenez,Hector C.,San Felipe,Yaracuy,Venezuela,1982-09-28,B,R,230.0,70.0,2006-09-25
6155,Caleb,Gindl,Caleb Charles,Pensacola,FL,USA,1988-08-31,L,L,210.0,67.0,2013-06-15
6156,Billy,Ging,William Joseph,Elmira,NY,USA,1872-11-07,R,R,170.0,70.0,1899-09-25
6157,Joe,Gingras,Joseph John,New York,NY,USA,1893-01-10,R,R,188.0,74.0,1915-06-18
6158,Tinsley,Ginn,Tinsley Rucker,Royston,GA,USA,1891-09-26,L,R,180.0,69.0,1914-06-27
6159,Joe,Ginsberg,Myron Nathan,New York,NY,USA,1926-10-11,L,R,180.0,71.0,1948-09-15
6160,Keith,Ginter,Keith Michael,Norwalk,CA,USA,1976-05-05,R,R,190.0,70.0,2000-09-20
6161,Matt,Ginter,Matthew Shane,Lexington,KY,USA,1977-12-24,R,R,215.0,73.0,2000-09-01
6162,Al,Gionfriddo,Albert Francis,Dysart,PA,USA,1922-03-08,L,L,165.0,66.0,1944-09-23
6163,Tommy,Giordano,Thomas Arthur,Newark,NJ,USA,1925-10-09,R,R,175.0,72.0,1953-09-11
6164,Ed,Giovanola,Edward Thomas,Los Gatos,CA,USA,1969-03-04,L,R,170.0,70.0,1995-09-10
6165,Charles,Gipson,Charles Wells,Orange,CA,USA,1972-12-16,R,R,180.0,74.0,1998-03-31
6166,Charlie,Girard,Charles August,Brooklyn,NY,USA,1884-12-16,R,R,175.0,70.0,1910-09-14
6167,Joe,Girardi,Joseph Elliott,Peoria,IL,USA,1964-10-14,R,R,195.0,71.0,1989-04-04
6168,Chris,Gissell,Christopher Odell,Tacoma,WA,USA,1978-01-04,R,R,210.0,77.0,2004-08-22
6169,Tony,Giuliani,Angelo John,St. Paul,MN,USA,1912-11-24,R,R,175.0,71.0,1936-04-18
6170,Dave,Giusti,David John,Seneca Falls,NY,USA,1939-11-27,R,R,190.0,71.0,1962-04-13
6171,Brian,Givens,Brian Allen,Lompoc,CA,USA,1965-11-06,R,L,220.0,78.0,1995-06-24
6172,Mychal,Givens,Mychal Antonio,Tampa,FL,USA,1990-05-13,R,R,210.0,72.0,2015-06-24
6173,Dan,Gladden,Clinton Daniel,San Jose,CA,USA,1957-07-07,R,R,180.0,71.0,1983-09-05
6174,Fred,Gladding,Fred Earl,Flat Rock,MI,USA,1936-06-28,L,R,220.0,73.0,1961-07-01
6175,Jim,Gladd,James Walter,Fort Gibson,OK,USA,1922-10-02,R,R,190.0,74.0,1946-09-09
6176,Fred,Glade,Frederick Monroe,Dubuque,IA,USA,1876-01-25,R,R,175.0,70.0,1902-05-27
6177,Buck,Gladmon,James Henry,Washington,DC,USA,,,,,,1883-07-07
6178,Roland,Gladu,Joseph Albert Rolland Edouard,Montreal,QC,CAN,1911-05-10,L,R,185.0,68.0,1944-04-18
6179,John,Glaiser,John Burke,Yoakum,TX,USA,1894-07-28,L,R,165.0,68.0,1920-04-20
6180,Doug,Glanville,Douglas Metunwa,Hackensack,NJ,USA,1970-08-25,R,R,170.0,74.0,1996-06-09
6181,Norman,Glaser,Norman Matthew,Cleveland,OH,USA,1894-08-31,R,R,186.0,71.0,1920-09-21
6182,Jack,Glasscock,John Wesley,Wheeling,WV,USA,1857-07-22,R,R,160.0,68.0,1879-05-01
6183,Tom,Glass,Thomas Joseph,Greensboro,NC,USA,1898-04-29,R,R,170.0,75.0,1925-06-12
6184,Keith,Glauber,Keith Harris,Brooklyn,NY,USA,1972-01-18,R,R,190.0,74.0,1998-09-08
6185,Troy,Glaus,Troy Edward,Tarzana,CA,USA,1976-08-03,R,R,220.0,77.0,1998-07-31
6186,Luke,Glavenich,Luke Frank,Jackson,CA,USA,1893-01-17,R,R,189.0,69.0,1913-04-12
6187,Mike,Glavine,Michael Patrick,Concord,MA,USA,1973-01-24,L,L,210.0,75.0,2003-09-14
6188,Tommy,Glaviano,Thomas Giatano,Sacramento,CA,USA,1923-10-26,R,R,175.0,69.0,1949-04-19
6189,Tom,Glavine,Thomas Michael,Concord,MA,USA,1966-03-25,L,L,175.0,72.0,1987-08-17
6190,Ralph,Glaze,Daniel Ralph,Denver,CO,USA,1881-03-13,R,R,165.0,69.0,1906-05-24
6191,Whitey,Glazner,Charles Franklin,Sycamore,AL,USA,1893-09-17,R,R,165.0,69.0,1920-09-26
6192,Bill,Gleason,William G.,St. Louis,MO,USA,1858-11-12,R,R,170.0,68.0,1882-05-02
6193,Bill,Gleason,William,Cleveland,OH,USA,,,,,,1890-04-24
6194,Billy,Gleason,William Patrick,Chicago,IL,USA,1894-09-06,R,R,157.0,66.0,1916-09-25
6195,Harry,Gleason,Harry Gilbert,Camden,NJ,USA,1875-03-28,R,R,160.0,66.0,1901-09-27
6196,Jack,Gleason,John Day,St. Louis,MO,USA,1854-07-14,R,R,170.0,,1877-10-02
6197,Joe,Gleason,Joseph Paul,Phelps,NY,USA,1895-07-09,R,R,175.0,70.0,1920-09-11
6198,Kid,Gleason,William J.,Camden,NJ,USA,1866-10-26,B,R,158.0,67.0,1888-04-20
6199,Roy,Gleason,Roy William,Melrose Park,IL,USA,1943-04-09,B,R,220.0,77.0,1963-09-03
6200,Jerry Don,Gleaton,Jerry Don,Brownwood,TX,USA,1957-09-14,L,L,205.0,75.0,1979-07-11
6201,Jim,Gleeson,James Joseph,Kansas City,MO,USA,1912-03-05,B,R,191.0,73.0,1936-04-25
6202,Frank,Gleich,Frank Elmer,Columbus,OH,USA,1894-03-07,L,R,175.0,71.0,1919-09-17
6203,Bob,Glenalvin,Robert Joseph,Indianapolis,IN,USA,1867-01-17,B,R,160.0,69.0,1890-07-12
6204,Martin,Glendon,Martin James,Milwaukee,WI,USA,1878-11-20,R,R,165.0,68.0,1902-04-18
6205,Bob,Glenn,Burdette,West Sunbury,PA,USA,1894-06-16,R,R,,,1920-07-27
6206,Brad,Glenn,Bradley Edward,Tulsa,OK,USA,1987-04-02,R,R,220.0,74.0,2014-06-27
6207,Ed,Glenn,Edward C.,Richmond,VA,USA,1860-06-15,R,R,160.0,70.0,1884-08-05
6208,Ed,Glenn,Edward D.,Cincinnati,OH,USA,,R,R,,,1898-09-07
6209,Harry,Glenn,Harry Melville,Shelburn,IN,USA,1890-06-09,L,R,200.0,73.0,1915-04-14
6210,John,Glenn,John W.,Rochester,NY,USA,,R,R,169.0,68.0,1871-05-13
6211,Joe,Glenn,Joseph Charles,Dickson City,PA,USA,1908-11-19,R,R,175.0,71.0,1932-09-15
6212,John,Glenn,John,Moultrie,GA,USA,1928-07-10,R,R,180.0,75.0,1960-06-16
6213,Sal,Gliatto,Salvador Michael,Chicago,IL,USA,1902-05-07,B,R,150.0,68.0,1930-04-19
6214,George,Glinatsis,George,Youngstown,OH,USA,1969-06-29,R,R,195.0,76.0,1994-07-18
6215,Ross,Gload,Ross Peter,Brooklyn,NY,USA,1976-04-05,L,L,190.0,73.0,2000-08-31
6216,Norm,Glockson,Norman Stanley,Blue Island,IL,USA,1894-06-15,R,R,200.0,74.0,1914-09-16
6217,Al,Glossop,Alban,Christopher,IL,USA,1914-07-12,B,R,170.0,72.0,1939-09-23
6218,Gary,Glover,John Gary,Cleveland,OH,USA,1976-12-03,R,R,200.0,77.0,1999-09-30
6219,Bill,Glynn,William Vincent,Sussex,NJ,USA,1925-07-30,L,L,190.0,72.0,1949-09-16
6220,Ed,Glynn,Edward Paul,New York,NY,USA,1953-06-03,R,L,180.0,74.0,1975-09-19
6221,Ryan,Glynn,Ryan David,Portsmouth,VA,USA,1974-11-01,R,R,195.0,75.0,1999-05-16
6222,Jot,Goar,Joshua Mercer,New Lisbon,IN,USA,1870-01-31,R,R,160.0,69.0,1896-04-18
6223,Jimmy,Gobble,Billy James,Bristol,TN,USA,1981-07-19,L,L,190.0,75.0,2003-08-03
6224,John,Gochnaur,John Peter,Altoona,PA,USA,1875-09-12,R,R,160.0,69.0,1901-09-29
6225,John,Godar,John Michael,Cincinnati,OH,USA,1864-10-25,R,R,170.0,69.0,1892-07-08
6226,Danny,Godby,Danny Ray,Logan,WV,USA,1946-11-04,R,R,185.0,72.0,1974-08-10
6227,Joe,Goddard,Joseph Harold,Beckley,WV,USA,1950-07-23,R,R,181.0,71.0,1972-07-31
6228,Graham,Godfrey,Graham H.,Tampa,FL,USA,1984-08-09,R,R,215.0,75.0,2011-06-10
6229,Zack,Godley,Zachary Thomas,Bamberg,SC,USA,1990-04-21,R,R,245.0,75.0,2015-07-23
6230,John,Godwin,John Henry,East Liverpool,OH,USA,1877-03-10,R,R,190.0,72.0,1905-08-14
6231,Tyrell,Godwin,Carlton Tyrell,Wilmington,NC,USA,1979-07-10,L,R,200.0,72.0,2005-05-27
6232,Jake,Goebbert,Jacob Dwayne,Hoffman Estates,IL,USA,1987-09-24,L,L,210.0,72.0,2014-06-20
6233,Ed,Goebel,Wilbur Edwin,Brooklyn,NY,USA,1898-09-01,R,R,170.0,71.0,1922-05-03
6234,Billy,Goeckel,William John,Wilkes-Barre,PA,USA,1871-09-03,R,L,162.0,71.0,1899-08-10
6235,Erik,Goeddel,Erik Van Norman,San Mateo,CA,USA,1988-12-20,R,R,190.0,75.0,2014-09-01
6236,George,Goetz,George Burt,Greencastle,PA,USA,,,,180.0,74.0,1889-06-17
6237,John,Goetz,John Hardy,Goetzville,MI,USA,1937-10-24,R,R,185.0,72.0,1960-04-16
6238,Jerry,Goff,Jerry Leroy,San Rafael,CA,USA,1964-04-12,L,R,205.0,75.0,1990-05-15
6239,David,Goforth,David Paul,Meridian,MS,USA,1988-10-11,R,R,205.0,70.0,2015-05-26
6240,Chuck,Goggin,Charles Francis,Pompano Beach,FL,USA,1945-07-07,B,R,175.0,71.0,1972-09-08
6241,Bill,Gogolewski,William Joseph,Oshkosh,WI,USA,1947-10-26,L,R,190.0,76.0,1970-09-03
6242,Greg,Gohr,Gregory James,Santa Clara,CA,USA,1967-10-29,R,R,205.0,75.0,1993-04-07
6243,Ryan,Goins,Ryan Matthew,Round Rock,TX,USA,1988-02-13,L,R,185.0,70.0,2013-08-23
6244,Jim,Golden,James Edward,Eldon,MO,USA,1936-03-20,L,R,175.0,72.0,1960-09-30
6245,Mike,Golden,Michael Henry,Shirley,MA,USA,1851-09-11,R,R,166.0,67.0,1875-05-04
6246,Roy,Golden,Roy Kramer,Madisonville,OH,USA,1888-07-12,R,R,195.0,73.0,1910-09-07
6247,Jonah,Goldman,Jonah John,New York,NY,USA,1906-08-29,R,R,170.0,67.0,1928-09-22
6248,Fred,Goldsmith,Fredrick Ernest,New Haven,CT,USA,1856-05-15,R,R,195.0,73.0,1875-10-23
6249,Gordon,Goldsberry,Gordon Frederick,Sacramento,CA,USA,1927-08-30,L,L,170.0,72.0,1949-04-20
6250,Hal,Goldsmith,Harold Eugene,Peconic,NY,USA,1898-08-18,R,R,174.0,72.0,1926-06-23
6251,Izzy,Goldstein,Isidore,Odessa,,Russia,1908-06-06,B,R,160.0,72.0,1932-04-24
6252,Lon,Goldstein,Leslie Elmer,Austin,TX,USA,1918-05-13,L,L,190.0,74.0,1943-09-11
6253,Paul,Goldschmidt,Paul Edward,Wilmington,DE,USA,1987-09-10,R,R,225.0,75.0,2011-08-01
6254,Wally,Goldsmith,Warren M.,Baltimore,MD,USA,,,,146.0,67.0,1871-05-04
6255,Walt,Goldsby,Walton Hugh,Marion,LA,USA,1861-12-31,L,,165.0,70.0,1884-05-28
6256,Purnal,Goldy,Purnal William,Camden,NJ,USA,1937-11-28,R,R,200.0,77.0,1962-06-12
6257,Stan,Goletz,Stanley,Crescent,OH,USA,1918-05-21,L,L,200.0,75.0,1941-09-09
6258,Mike,Goliat,Michael Mitchell,Yatesboro,PA,USA,1921-11-05,R,R,180.0,72.0,1949-08-02
6259,Greg,Golson,Gregory Joseph,Austin,TX,USA,1985-09-17,R,R,190.0,72.0,2008-09-03
6260,Dave,Goltz,David Allan,Pelican Rapids,MN,USA,1949-06-23,R,R,200.0,76.0,1972-07-18
6261,Walt,Golvin,Walter George,Hershey,NE,USA,1894-02-01,L,L,165.0,72.0,1922-04-15
6262,Brandon,Gomes,Brandon Paul,Fall River,MA,USA,1984-07-15,R,R,190.0,71.0,2011-05-03
6263,Jonny,Gomes,Jonathan Johnson,Petaluma,CA,USA,1980-11-22,R,R,230.0,73.0,2003-09-12
6264,Wayne,Gomes,Wayne Maurice,Hampton,VA,USA,1973-01-15,R,R,215.0,74.0,1997-06-13
6265,Yan,Gomes,Yan,Sao Paulo,Sao Paulo,Brazil,1987-07-19,R,R,215.0,74.0,2012-05-17
6266,Alexis,Gomez,Alexis de Jesus,Loma de Cabrera,Dajabon,D.R.,1978-08-08,L,L,180.0,74.0,2002-06-16
6267,Carlos,Gomez,Carlos Argelis,Santiago,Santiago,D.R.,1985-12-04,R,R,220.0,75.0,2007-05-13
6268,Chile,Gomez,Jose Luis,Mazatlan,Sinaloa,Mexico,1909-03-23,R,R,165.0,70.0,1935-07-27
6269,Chris,Gomez,Christopher Cory,Los Angeles,CA,USA,1971-06-16,R,R,183.0,73.0,1993-07-19
6270,Hector,Gomez,Hector Alexis,San Pedro de Macoris,San Pedro de Macoris,D.R.,1988-03-05,R,R,195.0,74.0,2011-09-16
6271,Jeanmar,Gomez,Jeanmar Alejandro,Caracas,Distrito Federal,Venezuela,1988-02-10,R,R,220.0,75.0,2010-07-18
6272,Lefty,Gomez,Vernon Louis,Rodeo,CA,USA,1908-11-26,L,L,173.0,74.0,1930-04-29
6273,Leo,Gomez,Leonardo,Canovanas,,P.R.,1966-03-02,R,R,180.0,72.0,1990-09-17
6274,Luis,Gomez,Luis,Guadalajara,Jalisco,Mexico,1951-08-19,R,R,150.0,69.0,1974-04-28
6275,Mauro,Gomez,Mauro Alexis,Bani,Peravia,D.R.,1984-09-07,R,R,230.0,74.0,2012-05-13
6276,Pat,Gomez,Patrick Alexander,Roseville,CA,USA,1968-03-17,L,L,190.0,72.0,1993-04-06
6277,Preston,Gomez,Preston,Central Preston,,Cuba,1923-04-20,R,R,170.0,71.0,1944-05-05
6278,Randy,Gomez,Randell Scott,San Mateo,CA,USA,1957-02-04,R,R,185.0,70.0,1984-08-21
